flow
"{target=""1961_bezp. PAX "", source=""1965_bezp. PAX "", value=3},"
"{target=""1961_OUT"", source=""1965_OUT"", value=5246},"
"{target=""1961_bezp. "", source=""1965_bezp. "", value=16},"
"{target=""1961_OUT"", source=""1965_bezp. PAX "", value=6},"
"{target=""1961_OUT"", source=""1965_ZSL "", value=62},"
"{target=""1961_OUT"", source=""1965_SD "", value=29},"
"{target=""1961_bezp. "", source=""1965_OUT"", value=23},"
"{target=""1961_OUT"", source=""1965_bezp. "", value=24},"
"{target=""1961_SD "", source=""1965_SD "", value=19},"
"{target=""1961_PZPR "", source=""1965_OUT"", value=138},"
"{target=""1961_ZSL "", source=""1965_OUT"", value=56},"
"{target=""1961_bezp. ZNAK "", source=""1965_OUT"", value=1},"
"{target=""1961_bezp. ChSS "", source=""1965_bezp. ChSS "", value=4},"
"{target=""1961_bezp. PAX "", source=""1965_OUT"", value=1},"
"{target=""1961_bezp. ZNAK "", source=""1965_bezp. ZNAK "", value=7},"
"{target=""1961_ZSL "", source=""1965_ZSL "", value=77},"
"{target=""1961_SD "", source=""1965_OUT"", value=24},"
"{target=""1961_OUT"", source=""1965_bezp. ZNAK "", value=2},"
"{target=""1961_OUT"", source=""1965_PZPR "", value=143},"
"{target=""1961_PZPR "", source=""1965_PZPR "", value=164},"
