flow
"{target=""1985_OUT"", source=""1989_Parlamentarny Klub Chrześcijańsko-Ludowy"", value=8},"
"{target=""1985_OUT"", source=""1989_Klub Poselski Unii Chrześcijańsko-Społecznej"", value=8},"
"{target=""1985_OUT"", source=""1989_Obywatelski Klub Parlamentarny"", value=105},"
"{target=""1985_ZSL "", source=""1989_OUT"", value=106},"
"{target=""1985_SD "", source=""1989_OUT"", value=35},"
"{target=""1985_OUT"", source=""1989_Klub Niezależnych Posłów"", value=7},"
"{target=""1985_OUT"", source=""1989_Parlamentarny Klub Lewicy Demokratycznej"", value=102},"
"{target=""1985_OUT"", source=""1989_OUT"", value=5124},"
"{target=""1985_OUT"", source=""1989_Klub Posłów Wojskowych"", value=7},"
"{target=""1985_OUT"", source=""1989_Klub Poselski Polskiego Stronnictwa Ludowego"", value=69},"
"{target=""1985_OUT"", source=""1989_Poselski Klub Pracy"", value=39},"
"{target=""1985_OUT"", source=""1989_Obywatelski Klub Parlamentarny "", value=1},"
"{target=""1985_OUT"", source=""1989_Poselski Klub Polskiej Unii Socjaldemokratycznej "", value=1},"
"{target=""1985_bezp. "", source=""1989_OUT"", value=53},"
"{target=""1985_OUT"", source=""1989_Klub Parlamentarny - Unia Demokratyczna"", value=44},"
"{target=""1985_OUT"", source=""1989_Klub Poselski Stronnictwa Demokratycznego"", value=21},"
"{target=""1985_OUT"", source=""1989_Klub Poselski Stowarzyszenia PAX"", value=10},"
"{target=""1985_OUT"", source=""1989_Klub Parlamentarny-Unia Demokratyczna"", value=5},"
"{target=""1985_bezp. PZKS "", source=""1989_OUT"", value=5},"
"{target=""1985_OUT"", source=""1989_Poseł niezrzeszony"", value=17},"
"{target=""1985_bezp. ChSS "", source=""1989_OUT"", value=7},"
"{target=""1985_OUT"", source=""1989_Posłanka niezrzeszona"", value=3},"
"{target=""1985_bezp. PAX "", source=""1989_OUT"", value=9},"
"{target=""1985_PZPR "", source=""1989_OUT"", value=246},"
"{target=""1985_OUT"", source=""1989_Parlamentarny Klub Ekologiczny "", value=1},"
"{target=""1985_OUT"", source=""1989_Klub Poselski Polskiego Związku Katolicko-Społecznego"", value=4},"
"{target=""1985_OUT"", source=""1989_Parlamentarny Klub Ekologiczny"", value=3},"
"{target=""1985_OUT"", source=""1989_Parlamentarny Klub ""Solidarność Pracy"""", value=5},"
